vid,num,label,split,label_id
2-XyCIq8Yp0,50,"child speech, kid speaking",test,6
2-ct4vWsj2Y,30,driving buses,train,9
2-hfyGTLwsI,30,playing acoustic guitar,train,2
2-smp8840BY,30,playing acoustic guitar,train,2
205kuk11C70,10,chicken crowing,train,0
20CyPc_bkjA,30,playing acoustic guitar,train,2
20SQ6TwjChc,550,driving buses,train,9
20d4vfH1r7A,40,fireworks banging,train,5
20nyHEh2HW0,30,toilet flushing,train,1
21DGsZgv4kY,30,driving buses,train,9
21cuxerogvY,20,"child speech, kid speaking",train,6
21tCD3RyeqU,30,playing acoustic guitar,train,2
228Bxiq91SI,30,playing acoustic guitar,train,2
22rzHr6Mizo,180,playing piano,train,3
23HYypV2gcM,590,"child speech, kid speaking",test,6
23TtIAv0Y8k,5,toilet flushing,train,1
23pDDkBYHPo,170,"child speech, kid speaking",train,6
24-F9DdJGf4,50,playing piano,train,3
245PuBj1EU8,30,playing acoustic guitar,train,2
24T0Yo2cvXE,10,ocean burbling,train,4
24zIS8V8GvM,10,chicken crowing,train,0
25P7qZO7D5E,30,driving buses,train,9
26-HMlPhve4,20,toilet flushing,train,1
26JmsP1D9oQ,520,ocean burbling,train,4
26NQNb3y7xU,30,fireworks banging,train,5
26fwubrQ2qc,50,"child speech, kid speaking",train,6
272KiALPCzM,23,chicken crowing,train,0
27K9XCu9yig,30,playing acoustic guitar,train,2
27SRFmETQSU,80,chicken crowing,train,0
27s1P4Oy2W4,30,playing acoustic guitar,train,2
27wIu9FCMJQ,27,chicken crowing,train,0
28D6j6U0sPY,10,fireworks banging,train,5
28oSM-b5l6A,20,ocean burbling,train,4
29FjhbgcfMU,20,driving buses,train,9
29Ye7KmSx_I,30,playing acoustic guitar,train,2
2AYMWvUkIYs,30,playing acoustic guitar,train,2
2B4qYTizPgo,200,ocean burbling,train,4
2BaxsC97tzI,0,playing piano,train,3
2C4aXzGI2eI,415,fireworks banging,test,5
2CJmpimozlY,30,toilet flushing,train,1
2CNvgHpwD6w,20,playing piano,train,3
2DJ4hgmwbcU,30,playing acoustic guitar,train,2
2E8XcnWWowU,54,police radio chatter,train,8
2E8XcnWWowU,129,police radio chatter,train,8
2ETM0ypWQoo,10,playing piano,train,3
2ErfX6ZT5pM,0,toilet flushing,train,1
2EuKVpWHuy0,30,driving buses,train,9
2F_KLtfLZRM,30,playing acoustic guitar,train,2
2FaYBwvwq5k,3,police radio chatter,train,8
2FaYBwvwq5k,25,police radio chatter,train,8
2FhCTKOAmKc,530,fireworks banging,train,5
2GQMtmYb6ko,70,playing piano,train,3
2GyVb9d-VuU,19,basketball bounce,train,7
2HCGlWxN1Tk,30,playing acoustic guitar,train,2
2HIdMeGSDBg,207,police radio chatter,train,8
2HdaWygLPPo,30,playing piano,train,3
2IEX4LSsZe4,30,playing acoustic guitar,train,2
2IdlvIu8kW8,8,basketball bounce,train,7
2IuBaICCI4U,30,playing acoustic guitar,train,2
2IxkjMrJxng,50,toilet flushing,train,1
2K0NKi1wigk,340,toilet flushing,test,1
2KqXbGUX89M,30,ocean burbling,train,4
2Kym3-Jvdj8,30,playing acoustic guitar,train,2
2LM3QUd4WZk,30,playing acoustic guitar,train,2
2Lej8aE00uw,0,driving buses,train,9
2MGt89ZJCLY,450,playing piano,train,3
2MOIjjCxOH8,30,ocean burbling,train,4
2MzD4vOV9fY,30,playing acoustic guitar,train,2
2N2msWTHybg,340,"child speech, kid speaking",test,6
2NOd2l2d5to,20,playing acoustic guitar,train,2
2NSwEQdx8sM,30,chicken crowing,train,0
2NpSSsBF4Xk,520,playing piano,train,3
2NvLOidSIRU,30,playing acoustic guitar,train,2
2OLXoKxJ1qg,30,chicken crowing,train,0
2OQSobdyPsI,0,ocean burbling,train,4
2Ol8WFWH3_c,423,playing piano,train,3
2P9hmtffRAU,30,playing acoustic guitar,train,2
2PTRvFzTGdA,30,playing acoustic guitar,train,2
2Q8zm2Vn-M0,30,playing acoustic guitar,train,2
2QDrQEI1AJY,30,playing acoustic guitar,train,2
2QETzhkbY6E,17,toilet flushing,train,1
2R5-H_H8L_o,0,"child speech, kid speaking",train,6
2S06RG9jQXM,30,playing acoustic guitar,train,2
2S4GYyHkMkY,470,driving buses,train,9
2SBiK81rrZI,80,driving buses,train,9
2Sg6Yq5S9Bo,30,playing acoustic guitar,train,2
2ShHAjuICms,240,ocean burbling,train,4
2Sup-5kPxRk,100,driving buses,train,9
2SzD3wtHZ4Y,0,fireworks banging,train,5
2TTUQwxV1HI,30,ocean burbling,train,4
2TV8vi30pl4,340,fireworks banging,train,5
2U6as8c6-x0,270,"child speech, kid speaking",train,6
2U7AvOxDr-U,210,basketball bounce,train,7
2U7Xw0FIRIY,220,playing piano,train,3
2UGCVA6U4Lc,130,chicken crowing,train,0
2UV8DWO8MKg,10,ocean burbling,train,4
2UvIq6jvklE,30,driving buses,train,9
2V3-6ACOr-o,140,playing piano,train,3
2VGEicl5dMQ,30,playing acoustic guitar,train,2
2Wg9yjVJ-O0,30,playing acoustic guitar,train,2
2WnJR6sOGj0,30,fireworks banging,train,5
2WxzSPESoZI,30,playing acoustic guitar,train,2
2X0lSKi67Vg,20,fireworks banging,train,5
2X1eX5WsqTo,30,basketball bounce,train,7
2X1eX5WsqTo,42,basketball bounce,train,7
2XFDeP2JVBo,444,basketball bounce,train,7
2YIODu5t1Ao,21,playing acoustic guitar,train,2
2YRfPCbROkw,0,toilet flushing,train,1
2YXcqoFlYFY,160,fireworks banging,test,5
2YgtP8V2GII,30,playing acoustic guitar,train,2
2Z4bIBKxirc,420,"child speech, kid speaking",train,6
2ZblzsdcefU,5,playing acoustic guitar,train,2
2_RltCGlGOA,10,playing piano,test,3
2_zlYie952k,30,playing acoustic guitar,train,2
2bAYEFawJZs,30,playing piano,train,3
2bVaT-vgZo4,52,chicken crowing,train,0
2bYsOCCAR2o,14,fireworks banging,train,5
2baznhAyEsg,14,chicken crowing,train,0
2blH6762DuM,30,playing acoustic guitar,train,2
2c1ndTY9RlI,30,playing acoustic guitar,train,2
2c6g-8T_mpE,100,playing piano,train,3
2cMqpe-G9kc,91,toilet flushing,train,1
2cWM497pH-E,130,playing piano,train,3
2clqL24tABc,30,playing acoustic guitar,train,2
2d7dwiGchrg,10,toilet flushing,train,1
2dPu7QirkbA,470,"child speech, kid speaking",train,6
2dQZlFSue0g,30,playing acoustic guitar,train,2
2dQzoS6Usew,11,fireworks banging,train,5
2dehkZMjijk,240,fireworks banging,train,5
2djYfdmB6Mk,60,playing acoustic guitar,train,2
2dvgvZ0qNcg,40,driving buses,train,9
2eUMLGwGxRc,30,playing acoustic guitar,train,2
2f9MSVHrRX0,30,playing acoustic guitar,train,2
2flwkjD4mPQ,31,chicken crowing,train,0
2fpbDwf37vg,40,fireworks banging,train,5
2fpyWh6LWCI,30,driving buses,train,9
2g1wL7tOGdA,0,"child speech, kid speaking",train,6
2hbxKYdO_cw,20,fireworks banging,train,5
2hsSLQLQeTg,30,playing acoustic guitar,train,2
2i9fQGVF2bs,40,basketball bounce,train,7
2iAhlZ0WrfM,100,basketball bounce,train,7
2iJxfPLfn1A,300,"child speech, kid speaking",train,6
2jCkNdoSQ8E,230,playing piano,train,3
2ji-3IJK69M,30,playing piano,train,3
2jn-CXFqf_U,50,basketball bounce,train,7
2jxe5YINx5s,240,basketball bounce,train,7
2kQlGqmppZo,0,driving buses,train,9
2kTmC2N8h68,30,playing acoustic guitar,train,2
2lj_-APRK9Q,30,playing acoustic guitar,train,2
2lqrsuv0yFs,240,toilet flushing,train,1
2md9WStblaw,227,police radio chatter,train,8
2md9WStblaw,243,police radio chatter,train,8
2mvm1MHr0KQ,10,ocean burbling,train,4
2mxXxI97EDk,20,"child speech, kid speaking",train,6
2n4qR03SjnY,10,toilet flushing,train,1
2nDgSSFBt3I,364,toilet flushing,train,1
2nF2Nn2z1Eo,0,playing piano,train,3
2nFyDtm74_w,90,basketball bounce,train,7
2nViquf96B4,30,driving buses,train,9
2ngbRYHDfWY,25,chicken crowing,train,0
2ozlK-_rkXg,30,playing acoustic guitar,train,2
2pV6t7CO0Bc,230,playing piano,test,3
2pzZbll4J14,57,chicken crowing,train,0
2qRRK9xoA0A,0,"child speech, kid speaking",train,6
2r-ivyuxOnI,17,basketball bounce,train,7
2r0iftxu5vc,265,police radio chatter,test,8
2s_vkDbVsxo,170,driving buses,train,9
2sicAOYVR6s,350,"child speech, kid speaking",train,6
2suUz4Wpg4Q,30,playing acoustic guitar,train,2
2tLgG0hmUpU,10,toilet flushing,train,1
2tQjoo4LmXg,510,playing acoustic guitar,train,2
2tXX2-Su_vg,100,driving buses,train,9
2vh6i0mKWxQ,100,"child speech, kid speaking",train,6
2vprkhIyKhU,220,police radio chatter,train,8
2vzILE2bhaQ,40,basketball bounce,train,7
2vzUFWykARU,20,toilet flushing,test,1
2wiP2B5SFYc,180,driving buses,train,9
2x7svq5vrAQ,30,playing acoustic guitar,train,2
2xOmzfn_w4U,30,playing acoustic guitar,train,2
2y53CIInSmc,455,basketball bounce,train,7
2yWqFlbuEVo,30,playing acoustic guitar,train,2
2zccm6K1JZ8,30,playing acoustic guitar,train,2
3-6EpvIgyDY,170,basketball bounce,train,7
3-MSGfTyItc,30,playing acoustic guitar,train,2
3-QGJns54aU,30,playing acoustic guitar,train,2
3-YKFxga7C0,0,playing piano,train,3
3-bVVQq-0Cg,30,driving buses,train,9
3-kolNcY53s,7,basketball bounce,train,7
309ssEGOkKA,30,playing acoustic guitar,train,2
30_CZ7xuI3M,19,chicken crowing,train,0
30_CZ7xuI3M,93,chicken crowing,train,0
30x4aq1KIYc,50,playing piano,train,3
31Ia6A8vGX8,30,playing acoustic guitar,train,2
31UpKZ7y0i0,69,police radio chatter,train,8
31UpKZ7y0i0,115,police radio chatter,train,8
31kLit-dDkg,30,ocean burbling,train,4
31uxWvQ3zbw,30,playing acoustic guitar,train,2
31z1QpPiDLo,30,"child speech, kid speaking",train,6
31z8IVu7F5g,30,playing acoustic guitar,train,2
323nSwTApLo,180,playing acoustic guitar,train,2
32nDQlgpVX4,60,"child speech, kid speaking",train,6
33I1uhqdwp4,30,playing acoustic guitar,train,2
33eBnvK-KmM,30,playing acoustic guitar,train,2
33ppVmWuTSg,74,chicken crowing,train,0
340EYwluUio,50,toilet flushing,train,1
349Hb-ex34Q,80,playing piano,train,3
34YlgsB5WuE,30,playing acoustic guitar,train,2
34mSEAjJdjM,30,fireworks banging,train,5
354tEt_H0iY,280,chicken crowing,train,0
35B54NjdBE4,30,playing acoustic guitar,train,2
35MtyyqqQyw,30,playing acoustic guitar,train,2
35mY0pmB0rA,120,ocean burbling,train,4
36RFAar8x_Q,30,fireworks banging,train,5
36m1o-tM05g,36,"child speech, kid speaking",train,6
37GqD8NA-ys,30,playing acoustic guitar,train,2
37WnBhdjSIE,0,ocean burbling,train,4
383EY8rR_VA,20,playing acoustic guitar,train,2
388t0Zw9ZEY,30,playing acoustic guitar,train,2
38EQQzHgfxI,30,playing acoustic guitar,train,2
38G1Ro98M3k,30,playing acoustic guitar,train,2
38k6OKJN4Zk,12,chicken crowing,train,0
38k6OKJN4Zk,44,chicken crowing,train,0
38vhXFhyn1Q,30,playing acoustic guitar,train,2
39Bl-mzKgf8,30,playing acoustic guitar,train,2
39XhZ-tV7FQ,30,playing acoustic guitar,train,2
39jwRdk8QiI,10,playing piano,train,3
3A5DeSG6RxY,10,fireworks banging,train,5
3AXQ9Ci4kos,30,playing acoustic guitar,train,2
3AZBeB1cmsg,130,driving buses,train,9
3BF6Ye7ON04,0,ocean burbling,train,4
3BMY1sJuTZE,10,police radio chatter,train,8
3Bt9Zpx8E4g,40,fireworks banging,train,5
3BwkgRUrSUY,30,ocean burbling,train,4
3ByWg8URWAw,40,fireworks banging,train,5
3CYx9KOgF1U,30,ocean burbling,train,4
3DCowHr8Ays,30,playing acoustic guitar,train,2
3DK7ovnDdYo,200,driving buses,train,9
3DO6o12iY-8,30,"child speech, kid speaking",train,6
3DyvjQ9_PVk,0,"child speech, kid speaking",train,6
3EE5WKQMBek,30,chicken crowing,test,0
3EK19URKAhM,60,"child speech, kid speaking",train,6
3EOXifRUlXA,30,playing acoustic guitar,train,2
3ERjOgZfhA0,18,police radio chatter,train,8
3ERjOgZfhA0,28,police radio chatter,train,8
3ESBQNW6_Nc,30,playing acoustic guitar,train,2
3Eexn6Q-S0g,4,fireworks banging,train,5
3EihTXRPSOU,137,basketball bounce,train,7
3FUn-MHO7Gw,30,playing acoustic guitar,train,2
3G78Or5Sam0,30,playing acoustic guitar,train,2
3GMfQl667Qk,100,ocean burbling,train,4
3H3g6xXCvwc,1,driving buses,train,9
3H3s7jrzai4,130,"child speech, kid speaking",train,6
3HBSWJPK8w4,10,fireworks banging,train,5
3HEMX-K-i2g,30,playing acoustic guitar,train,2
3Hmq3CqPKfw,30,driving buses,train,9
3J3VBBijQMY,16,basketball bounce,train,7
3JCQiT6oyOA,30,playing acoustic guitar,train,2
3JW2_vZtzFg,30,playing acoustic guitar,train,2
3JoQa7hanYw,190,"child speech, kid speaking",train,6
3KEiuvruqgQ,30,playing acoustic guitar,train,2
3KwoGYuv9DE,110,driving buses,train,9
3M9fmdeVcpo,181,police radio chatter,train,8
3MBsdrNVMCs,30,playing acoustic guitar,train,2
3MEMkEEYpC4,82,police radio chatter,train,8
3MEMkEEYpC4,109,police radio chatter,train,8
3MK31PrLjps,30,playing acoustic guitar,train,2
3MKvQB-GGFY,111,toilet flushing,train,1
3MMD-UxVi5k,36,police radio chatter,train,8
3MMD-UxVi5k,53,police radio chatter,train,8
3MUeg3nD2OU,120,playing acoustic guitar,test,2
3N3sKn5w5oU,30,playing acoustic guitar,train,2
3N5_BgS7y0U,10,playing piano,train,3
3N8VP1Z1zlo,20,chicken crowing,train,0
3NWTOn8uhy4,30,toilet flushing,train,1
3OBX7R7QzgY,20,toilet flushing,train,1
3OaA66aX8qA,40,"child speech, kid speaking",train,6
3ObFZ2Ue5QQ,220,driving buses,train,9
3Oc4Vfu6tqQ,0,ocean burbling,train,4
3PMy6CjciUM,30,"child speech, kid speaking",train,6
3PZajaBM_Hc,15,toilet flushing,train,1
3PmJCmZHniw,100,driving buses,train,9
3Q0qZS8IALw,30,playing acoustic guitar,train,2
3QKfLG7mauA,138,basketball bounce,train,7
3RJB4GYCCww,10,fireworks banging,train,5
3RS38lhKIXA,10,playing piano,train,3
3RWkWpPkj_o,140,playing acoustic guitar,train,2
3RaERT1ZPS4,60,ocean burbling,train,4
3RptyPgUI2A,60,fireworks banging,train,5
3RtoY0e91l0,27,driving buses,train,9
3S1n5ApgVp8,160,basketball bounce,train,7
3SdwlVNW4hw,30,ocean burbling,train,4
3SyfTsLZCtw,160,"child speech, kid speaking",train,6
3T5L3NHkBA0,30,"child speech, kid speaking",train,6
3TI2AVUJnng,120,toilet flushing,train,1
3US58Noi7H0,30,playing acoustic guitar,train,2
3Uobw6f6SnI,130,playing piano,train,3
3V0QtWp9PGQ,20,playing piano,train,3
3VKmBFtGdsM,30,playing acoustic guitar,train,2
3W9ZTnR-lP0,10,fireworks banging,train,5
3WDIrgQ7hTE,93,police radio chatter,train,8
3WDIrgQ7hTE,111,police radio chatter,train,8
3WwPU4zyorM,30,ocean burbling,train,4
3WwxA3awisw,30,playing acoustic guitar,train,2
3Wz_zCrc-3Q,20,chicken crowing,train,0
3XP3bSbuFCg,0,playing piano,train,3
3XU8WjwSfPw,32,"child speech, kid speaking",train,6
3Y50TGertJk,150,playing piano,train,3
3YdUImrSQmI,30,chicken crowing,train,0
3Ye3T5DYLSM,0,chicken crowing,train,0
3YjiDiMIzjU,30,playing acoustic guitar,train,2
3ZErCskXIHs,150,playing piano,train,3
3_5qzOMET1U,30,fireworks banging,train,5
3_9-TYGWs8w,30,playing acoustic guitar,train,2
3_TPXMLMNUE,38,police radio chatter,train,8
3_akAF2dD00,260,fireworks banging,train,5
3a-yqrviO2k,30,"child speech, kid speaking",train,6
3a9rfNhclLw,20,playing piano,train,3
3aRcjtzxsGQ,30,playing acoustic guitar,train,2
3bK3XIZwzxE,137,police radio chatter,train,8
3bQzFGT0zj0,57,playing piano,train,3
3bSLOOAugM8,410,ocean burbling,train,4
3boD3fiCCgk,30,ocean burbling,train,4
3bvv-QLykWI,30,playing acoustic guitar,train,2
3c2RP2s81jE,0,fireworks banging,train,5
3c3bvoDlyjM,30,playing acoustic guitar,train,2
3cWSATCON4A,30,driving buses,train,9
3c_aHO_WmnU,30,playing acoustic guitar,train,2
3ceM1pnfc3Y,24,"child speech, kid speaking",train,6
3cgX45wf-iU,120,playing piano,train,3
3csiDpdFviU,30,playing acoustic guitar,train,2
3cuj-EPDZKo,30,playing acoustic guitar,train,2
3dBQbWPOjjI,30,playing acoustic guitar,train,2
3dibdVjLY6E,30,playing acoustic guitar,train,2
3drnEnI8bls,10,toilet flushing,train,1
3eIN0Rim4Ds,30,playing acoustic guitar,train,2
3ebis9gvmco,80,ocean burbling,train,4
3euiDP71hvY,10,ocean burbling,train,4
3fOdNMvBW8U,12,basketball bounce,train,7
3gLDLqAMg8o,30,fireworks banging,train,5
3heFzrR9Eio,0,ocean burbling,train,4
3hyKuLZTxeU,30,playing acoustic guitar,train,2
3i0NqGfX6UA,30,playing acoustic guitar,train,2
3iVMMcgKSZ4,30,driving buses,train,9
3iYmJWio340,30,playing acoustic guitar,train,2
3jDkI9JjYuQ,0,toilet flushing,train,1
3jRDowVp0T8,30,playing acoustic guitar,train,2
3jZrxnh42ZA,20,chicken crowing,train,0
3kFsv0tPLcA,200,ocean burbling,train,4
3ktBJ6qlhIM,4,chicken crowing,train,0
3l5G7_j5fEI,30,driving buses,train,9
3lmTC5eaZ3o,10,"child speech, kid speaking",train,6
3m8-yRSxQ_E,31,police radio chatter,train,8
3m8-yRSxQ_E,123,police radio chatter,train,8
3mPPyrXA60o,0,toilet flushing,train,1
3nXSnfYU_P0,0,ocean burbling,train,4
3ncqSfjo8U4,0,playing piano,train,3
3oFMsAmbrpI,50,"child speech, kid speaking",train,6
3oOSGA7HG6s,40,playing piano,train,3
3oiBBirw4H8,30,playing acoustic guitar,train,2
3p1aDdoCTqo,30,playing acoustic guitar,train,2
3pM6Qx3bvuw,3,"child speech, kid speaking",train,6
3pVA-QGwVco,30,chicken crowing,train,0
3q-3H26pipU,30,playing acoustic guitar,train,2
3q6fuGe64Mw,330,driving buses,train,9
3qKTCsBIAUo,160,basketball bounce,train,7
3qMYEZUkvcU,110,playing piano,train,3
3qTYudQugys,30,playing acoustic guitar,train,2
3qe9RK3sMBs,0,basketball bounce,test,7
3rM4ei3UApQ,30,playing acoustic guitar,train,2
3rMP6x1BNxk,30,playing acoustic guitar,train,2
3rf6-9LMshs,30,playing acoustic guitar,train,2
3sBIRZReSC0,44,police radio chatter,test,8
3sYnYraOuIo,510,fireworks banging,test,5
3sYx4P33JxA,30,playing acoustic guitar,train,2
3tpRdxazf0E,40,fireworks banging,train,5
3tuKdfMwEII,21,playing acoustic guitar,train,2
3uDxHymUoIE,63,basketball bounce,train,7
3uRRvfJ3CV0,30,playing acoustic guitar,train,2
3ukB0zJoKg4,30,playing acoustic guitar,train,2
3unHRC-sZU8,190,chicken crowing,train,0
3vCRfWuJDNc,15,basketball bounce,train,7
3xCzn3MV4V0,0,basketball bounce,train,7
3xDZ-kdGE3o,10,toilet flushing,train,1
3xrTmlL1oyc,6,police radio chatter,train,8
3xrTmlL1oyc,213,police radio chatter,train,8
3yKkTACqkS0,150,basketball bounce,train,7
3yedSgs2tQg,30,playing acoustic guitar,train,2
3zHkBq2alYU,30,playing acoustic guitar,train,2
4-HMPr648d0,600,playing piano,train,3
408uaxjumNY,110,basketball bounce,train,7
40AD_oH9eCU,30,"child speech, kid speaking",test,6
40Z0AThRlok,30,playing acoustic guitar,train,2
41ei9qQ_Fjk,30,playing acoustic guitar,train,2
42j_SJ1ykA8,30,playing acoustic guitar,train,2
42jsKgdY4G0,140,playing piano,train,3
43Okw77UNnY,30,driving buses,train,9
43vTJDDGGG4,30,"child speech, kid speaking",train,6
44LCU509K5E,290,driving buses,train,9
459h5FxgnrU,30,playing acoustic guitar,train,2
45_cuqUGOUI,10,"child speech, kid speaking",train,6
45eqONaFyPQ,30,playing acoustic guitar,train,2
45uWRPhDMWI,13,fireworks banging,train,5
46ERmKvFFcY,110,fireworks banging,train,5
46zbt7TQHRs,0,chicken crowing,test,0
476vNb6thyM,30,playing acoustic guitar,test,2
47QrVcM837Y,40,"child speech, kid speaking",train,6
47SSLZSpkjU,30,playing acoustic guitar,train,2
47YlecLyyK0,30,playing acoustic guitar,train,2
47nG0KLvtZM,30,playing acoustic guitar,train,2
47nkzjhYc-I,30,playing acoustic guitar,train,2
47zF-yIPoTo,0,chicken crowing,train,0
48AuNhd507I,30,"child speech, kid speaking",train,6
48KCbqvwin8,200,playing piano,train,3
48XrJGJ085M,19,basketball bounce,train,7
49BFxoELJJs,30,playing acoustic guitar,train,2
49hqgCiJ44w,50,chicken crowing,train,0
49iqcjeqXSI,30,playing acoustic guitar,train,2
49qZtbMmFbg,140,playing piano,train,3
4A6lj86QJ6s,180,playing piano,train,3
4AQ7CiJBMAg,30,playing acoustic guitar,train,2
4B-5x4dFaFo,30,playing acoustic guitar,train,2
4B5oNZxGQjQ,3,chicken crowing,train,0
4BcFZthWcE4,30,driving buses,train,9
4BiiXbPZdvE,50,playing piano,train,3
4C9MNoeq69I,60,"child speech, kid speaking",train,6
4C_XVreRipI,30,driving buses,train,9
4CkxO74k-f8,10,fireworks banging,train,5
4CszE2N1TGw,0,toilet flushing,train,1
4DIye42_0nQ,28,driving buses,train,9
4DMrjshc810,263,basketball bounce,train,7
4DuUky7GGco,30,playing acoustic guitar,train,2
4EPu7vscwIU,0,basketball bounce,train,7
4EcdsT9MHrY,30,playing acoustic guitar,train,2
4EfDtN47Dgk,30,playing acoustic guitar,train,2
4EfaIbx4RzY,30,playing acoustic guitar,train,2
4FMcD2urCm4,30,playing acoustic guitar,train,2
4FMxOdCc3FM,30,playing acoustic guitar,train,2
4GOtUWAmqpk,7,driving buses,train,9
4GqZD3eNvIs,30,toilet flushing,train,1
4H5p1W_oS9g,92,toilet flushing,train,1
4IF49XmNCaw,50,toilet flushing,train,1
4IFl3EnMxxI,91,chicken crowing,train,0
4Ic3u6t2VkY,16,police radio chatter,train,8
4Ic3u6t2VkY,95,police radio chatter,train,8
4IgTbF1dzOo,301,police radio chatter,test,8
4Iz_0dxWMOk,30,driving buses,train,9
4J9aBJvftMI,69,"child speech, kid speaking",train,6
4JFDNDkYIeY,0,driving buses,train,9
4JdLPrUqPrE,30,playing acoustic guitar,train,2
4JvBVEBTyUM,30,playing acoustic guitar,train,2
4KWCqnlyaJA,70,driving buses,train,9
4KbX5qa8YIo,30,playing acoustic guitar,train,2
4Kbj5xnJlUU,0,chicken crowing,train,0
4Kud1014Cmg,320,playing acoustic guitar,train,2
4LNLAVmw1Dw,10,playing piano,train,3
4LXonQon_ww,30,playing acoustic guitar,train,2
4Lo9fOkFvNo,0,playing piano,train,3
4MUBsl8XqIQ,10,fireworks banging,train,5
4MgnDBtTX_k,50,playing acoustic guitar,train,2
4MxvhT26yQI,34,basketball bounce,train,7
4O1lgYRaBR0,30,playing acoustic guitar,train,2
4O3GQPVdm1Q,90,playing acoustic guitar,train,2
4OWebs85ZSs,200,"child speech, kid speaking",train,6
4PChUVxDHK8,30,driving buses,train,9
4Pu8OY7mrm8,120,"child speech, kid speaking",train,6
4QNlxvgoKoE,40,"child speech, kid speaking",train,6
4QO6nQvh4rk,30,playing acoustic guitar,train,2
4QW1Tdd9bzg,0,police radio chatter,train,8
4QqyN2_j47k,460,ocean burbling,train,4
4RKNGbAdrMc,0,driving buses,train,9
4RhYqmuq-k0,210,basketball bounce,train,7
4Rto9BkNv-Y,30,"child speech, kid speaking",train,6
4SHm6lbVxic,20,fireworks banging,train,5
4SIuuAQ3YLk,40,toilet flushing,train,1
4STGms-Uyuo,0,fireworks banging,train,5
4SZ79UfAs24,129,basketball bounce,train,7
4SbZVEhF7s4,33,police radio chatter,train,8
4SbZVEhF7s4,223,police radio chatter,train,8
4SjJw04oJjI,30,playing acoustic guitar,train,2
4TFloKBE8a0,180,playing piano,train,3
4TZlckoATkE,10,playing piano,train,3
4TgXgwVndiw,160,"child speech, kid speaking",test,6
4UYE2RXZXXE,10,chicken crowing,train,0
4VLVqii0fa8,30,playing acoustic guitar,train,2
4VdV7ELQ9vE,310,"child speech, kid speaking",test,6
4W-pEqrHcGY,110,playing piano,train,3
4WAWLP-mqGw,10,fireworks banging,train,5
4WBCdiy03TA,30,playing acoustic guitar,train,2
4WGAHrLw40g,30,driving buses,train,9
4WGFtymEB8M,30,playing piano,train,3
4WGJEeXdJK0,30,chicken crowing,train,0
4WGMFP00rIg,30,playing acoustic guitar,train,2
4WyhKfy7zHU,30,playing acoustic guitar,train,2
4Xz-tI0s7jM,30,playing acoustic guitar,train,2
4YmU3n22Yk0,30,playing acoustic guitar,train,2
4ZDUIhyoIoU,30,playing acoustic guitar,train,2
4Zk0ba6H4yw,340,fireworks banging,train,5
4ZkAj0uXCiI,50,playing piano,train,3
4Ztwb4nYEwA,30,chicken crowing,train,0
4aU1w7pqJGU,130,"child speech, kid speaking",train,6
4aVzh6mImIg,70,playing acoustic guitar,train,2
4a_1IoqQgQY,30,playing acoustic guitar,train,2
